superfamily,family,genus,species,species_name,species_tree,pattern_type,band_bin,ophiophagy,ophiophagy_bin,state,amphibian,snake,lizard,fish,insect,annelid,arthropod,crustacean,mollusc,bird,bird_egg,reptile_egg,mammal,unknown
Acrochordoidea,Acrochordidae,Acrochordus,arafurae,Acrochordus arafurae ,Acrochordus_arafurae,zig-zag,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Acrochordoidea,Acrochordidae,Acrochordus,granulatus,Acrochordus granulatus,Acrochordus_granulatus,zig-zag,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Uropeltoidea,Anomochilidae,Acrochordus,javanicus,Acrochordus javanicus,Acrochordus_javanicus,blotchy,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Uropeltoidea,Anomochilidae,Anomochilus,leonardi,Anomochilus leonardi,Anomochilus_leonardi,blotchy,0,No,0,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,
Uropeltoidea,Anomochilidae,Anomochilus,monticola,Anomochilus monticola ,Anomochilus_monticola,uniform,0,No,0,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,
Uropeltoidea,Anomochilidae,Anomochilus,weberi,Anomochilus weberi ,Anomochilus_weberi,blotchy,0,No,0,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,
Uropeltoidea,Cylindrophiidae,Cylindrophis,aruensis,Cylindrophis aruensis,Cylindrophis_aruensis,bold ventral,0,No,0,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No,
Uropeltoidea,Cylindrophiidae,Cylindrophis,boulengeri,Cylindrophis boulengeri,Cylindrophis_boulengeri,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,burmanus,Cylindrophis burmanus ,Cylindrophis_burmanus,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,engkariensis,Cylindrophis engkariensis ,Cylindrophis_engkariensis,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,isolepis,Cylindrophis isolepis,Cylindrophis_isolepis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,jodiae,Cylindrophis jodiae ,Cylindrophis_jodiae,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,lineatus,Cylindrophis lineatus,Cylindrophis_lineatus,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,maculatus,Cylindrophis maculatus,Cylindrophis_maculatus,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,
Uropeltoidea,Cylindrophiidae,Cylindrophis,melanotus,Cylindrophis melanotus,Cylindrophis_melanotus,uniform,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Uropeltoidea,Cylindrophiidae,Cylindrophis,opisthorhodus,Cylindrophis opisthorhodus,Cylindrophis_opisthorhodus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,osheai,Cylindrophis osheai,Cylindrophis_osheai,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,ruffus,Cylindrophis ruffus,Cylindrophis_ruffus,bold ventral,0,Yes,1,3,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,
Uropeltoidea,Cylindrophiidae,Cylindrophis,subocularis,Cylindrophis subocularis,Cylindrophis_subocularis,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Cylindrophiidae,Cylindrophis,yamdena,Cylindrophis yamdena,Cylindrophis_yamdena,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Melanophidium,bilineatum,Melanophidium bilineatum,Melanophidium_bilineatum,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Melanophidium,khairei,Melanophidium khairei ,Melanophidium_khairei,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Melanophidium,punctatum,Melanophidium punctatum,Melanophidium_punctatum,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Melanophidium,wynaudense,Melanophidium wynaudense,Melanophidium_wynaudense,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Platyplectrurus,madurensis,Platyplectrurus madurensis,Platyplectrurus_madurensis,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Platyplectrurus,trilineatus,Platyplectrurus trilineatus,Platyplectrurus_trilineatus,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Plectrurus,aureus,Plectrurus aureus,Plectrurus_aureus,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Plectrurus,guentheri,Plectrurus guentheri ,Plectrurus_guentheri,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Plectrurus,perroteti,Plectrurus perroteti ,Plectrurus_perroteti,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Pseudoplectrurus,canaricus,Pseudoplectrurus canaricus,Plectrurus_canaricus,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,blythii,Rhinophis blythii,Rhinophis_blythii,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,dorsimaculatus,Rhinophis dorsimaculatus,Rhinophis_dorsimaculatus,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Rhinophis,drummondhayi,Rhinophis drummondhayi ,Rhinophis_drummondhayi,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,erangaviraji,Rhinophis erangaviraji,Rhinophis_erangaviraji,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,fergusonianus,Rhinophis fergusonianus,Rhinophis_fergusonianus,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,goweri,Rhinophis goweri ,Rhinophis_goweri,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Rhinophis,homolepis,Rhinophis homolepis,Rhinophis_homolepis,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,melanogaster,Rhinophis melanogaster,Uropeltis_melanogaster,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Rhinophis,oxyrhynchus,Rhinophis oxyrhynchus,Rhinophis_oxyrhynchus,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Rhinophis,philippinus,Rhinophis philippinus,Rhinophis_philippinus,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Rhinophis,phillipsi,Rhinophis phillipsi,Uropeltis_phillipsi,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,porrectus,Rhinophis porrectus,Rhinophis_porrectus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,roshanpererai,Rhinophis roshanpererai,Rhinophis_roshanpererai,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Rhinophis,saffragamus,Rhinophis saffragamus,Rhinophis_saffragamus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Rhinophis,sanguineus,Rhinophis sanguineus,Rhinophis_sanguineus,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Rhinophis,zigzag,Rhinophis zigzag,Rhinophis_zigzag,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Teretrurus,rhodogaster,Teretrurus rhodogaster,Brachyophidium_rhodogaster,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Teretrurus,sanguineus,Teretrurus sanguineus,Teretrurus_sanguineus,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,arcticeps,Uropeltis arcticeps,Uropeltis_arcticeps,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,bhupathyi,Uropeltis bhupathyi,Uropeltis_bhupathyi,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,bicatenata,Uropeltis bicatenata,Uropeltis_bicatenata,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,ceylanicus,Uropeltis ceylanicus,Uropeltis_ceylanicus,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,dindigalensis,Uropeltis dindigalensis ,Uropeltis_dindigalensis,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,ellioti,Uropeltis ellioti,Uropeltis_ellioti,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,grandis,Uropeltis grandis,Uropeltis_grandis,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,liura,Uropeltis liura,Uropeltis_liura,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,macrolepis,Uropeltis macrolepis,Uropeltis_macrolepis,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,macrorhyncha,Uropeltis macrorhyncha,Uropeltis_macrorhyncha,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,maculata,Uropeltis maculata,Uropeltis_maculata,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,madurensis,Uropeltis madurensis,Uropeltis_madurensis,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,myhendrae,Uropeltis myhendrae,Uropeltis_myhendrae,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,nitida,Uropeltis nitida,Uropeltis_nitida,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,ocellatus,Uropeltis ocellatus,Uropeltis_ocellata,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,petersi,Uropeltis petersi,Uropeltis_petersi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,phipsonii,Uropeltis phipsonii,Uropeltis_phipsonii,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,pulneyensis,Uropeltis pulneyensis,Uropeltis_pulneyensis,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,rajendrani,Uropeltis rajendrani,Uropeltis_rajendrani,uniform,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,rubrolineata,Uropeltis rubrolineata ,Uropeltis_rubrolineata,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,rubromaculata,Uropeltis rubromaculata,Uropeltis_rubromaculatus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Uropeltoidea,Uropeltidae,Uropeltis,shorttii,Uropeltis shorttii,Uropeltis_shorttii,bold ventral,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Uropeltoidea,Uropeltidae,Uropeltis,woodmasoni,Uropeltis woodmasoni,Uropeltis_woodmasoni,uniform with spots,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,
Pythonoidea,Loxocemidae,Loxocemus,bicolor,Loxocemus bicolor,Loxocemus_bicolor,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,
Pythonoidea,Pythonidae,Antaresia,childreni,Antaresia childreni,Antaresia_childreni,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Antaresia,maculosa,Antaresia maculosa,Antaresia_maculosa,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Antaresia,perthensis,Antaresia perthensis ,Antaresia_perthensis,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Pythonoidea,Pythonidae,Antaresia,stimsoni,Antaresia stimsoni,Antaresia_stimsoni,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Pythonoidea,Pythonidae,Aspidites,melanocephalus,Aspidites melanocephalus,Aspidites_melanocephalus,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,
Pythonoidea,Pythonidae,Aspidites,ramsayi,Aspidites ramsayi,Aspidites_ramsayi,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,
Pythonoidea,Pythonidae,Bothrochilus,albertisii,Bothrochilus albertisii,Bothrochilus_albertisii,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Bothrochilus,biakensis,Bothrochilus biakensis,Bothrochilus_biakensis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Pythonoidea,Pythonidae,Bothrochilus,boa,Bothrochilus boa ,Bothrochilus_boa,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Pythonoidea,Pythonidae,Bothrochilus,huonensis,Bothrochilus huonensis,Bothrochilus_huonensis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Pythonoidea,Pythonidae,Bothrochilus,meridionalis,Bothrochilus meridionalis,Leiopython_meridionalis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Pythonoidea,Pythonidae,Liasis,fuscus,Liasis fuscus ,Liasis_fuscus,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,
Pythonoidea,Pythonidae,Liasis,mackloti,Liasis mackloti ,Liasis_mackloti,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Pythonoidea,Pythonidae,Liasis,olivaceus,Liasis olivaceus,Liasis_olivaceus,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Liasis,papuanus,Liasis papuanus,Liasis_papuana,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Malayopython,reticulatus,Malayopython reticulatus,Malayopython_reticulatus,zig-zag,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Malayopython,timoriensis,Malayopython timoriensis,Malayopython_timoriensis,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Morelia,azurea,Morelia azurea,Morelia_azurea,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Morelia,bredli,Morelia bredli,Morelia_bredli,bold ventral,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Morelia,carinata,Morelia carinata,Morelia_carinata,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Pythonoidea,Pythonidae,Morelia,spilota,Morelia spilota,Morelia_spilota,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Morelia,viridis,Morelia viridis,Morelia_viridis,uniform with spots,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Pythonoidea,Pythonidae,Python,anchietae,Python anchietae,Python_anchietae,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Python,bivittatus,Python bivittatus,Python_bivittatus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Python,breitensteini,Python breitensteini,Python_breitensteini,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Python,brongersmai,Python brongersmai,Python_brongersmai,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Python,curtus,Python curtus,Python_curtus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Pythonoidea,Pythonidae,Python,kyaiktiyo,Python kyaiktiyo,Python_kyaiktiyo,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Pythonoidea,Pythonidae,Python,molurus,Python molurus,Python_molurus,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Python,natalensis,Python natalensis,Python_natalensis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Pythonoidea,Pythonidae,Python,regius,Python regius,Python_regius,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Python,sebae,Python sebae,Python_sebae,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Simalia,amethistina,Simalia amethistina,Simalia_amethistina,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Simalia,boeleni,Simalia boeleni,Simalia_boeleni,bold ventral,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Simalia,clastolepis,Simalia clastolepis,Simalia_clastolepis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Pythonoidea,Pythonidae,Simalia,kinghorni,Simalia kinghorni,Simalia_kinghorni,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Simalia,nauta,Simalia nauta,Simalia_nauta,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Pythonoidea,Pythonidae,Simalia,oenpelliensis,Simalia oenpelliensis,Simalia_oenpelliensis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Pythonidae,Simalia,tracyae,Simalia tracyae,Simalia_tracyae,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Pythonoidea,Xenopeltidae,Xenopeltis,hainanensis,Xenopeltis hainanensis,Xenopeltis_hainanensis,uniform,0,No,0,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
Pythonoidea,Xenopeltidae,Xenopeltis,unicolor,Xenopeltis unicolor,Xenopeltis_unicolor,uniform,0,Yes,1,3,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,
Booidea,Boidae,Acrantophis,dumerili,Acrantophis dumerili,Acrantophis_dumerili,blotchy,0,No,0,1,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,
Booidea,Boidae,Acrantophis,madagascariensis,Acrantophis madagascariensis ,Acrantophis_madagascariensis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Boa,constrictor,Boa constrictor,Boa_constrictor,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Boa,imperator,Boa imperator ,Boa_imperator,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Boa,nebulosa,Boa nebulosa ,Boa_nebulosa,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Boa,orophias,Boa orophias,Boa_orophias,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Calabaria,reinhardtii,Calabaria reinhardtii ,Calabaria_reinhardtii,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Candoia,aspera,Candoia aspera ,Candoia_aspera,zig-zag,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Candoia,bibroni,Candoia bibroni ,Candoia_bibroni,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Candoia,carinata,Candoia carinata,Candoia_carinata,zig-zag,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Candoia,paulsoni,Candoia paulsoni,Candoia_paulsoni,zig-zag,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Booidea,Boidae,Candoia,superciliosa,Candoia superciliosa,Candoia_superciliosa,zig-zag,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Booidea,Boidae,Charina,bottae,Charina bottae,Charina_bottae,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,
Booidea,Boidae,Charina,umbratica,Charina umbratica,Charina_umbratica,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,
Booidea,Boidae,Chilabothrus,angulifer,Chilabothrus angulifer,Chilabothrus_angulifer,zig-zag,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Chilabothrus,argentum,Chilabothrus argentum,Chilabothrus_argentum,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Chilabothrus,chrysogaster,Chilabothrus chrysogaster,Chilabothrus_chrysogaster,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Chilabothrus,exsul,Chilabothrus exsul,Chilabothrus_exsul,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Chilabothrus,fordii,Chilabothrus fordii,Chilabothrus_fordii,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Chilabothrus,gracilis,Chilabothrus gracilis,Chilabothrus_gracilis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Chilabothrus,granti,Chilabothrus granti,Chilabothrus_granti,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Booidea,Boidae,Chilabothrus,inornatus,Chilabothrus inornatus,Chilabothrus_inornatus,uniform with spots,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Chilabothrus,monensis,Chilabothrus monensis,Chilabothrus_monensis,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Chilabothrus,schwartzi,Chilabothrus schwartzi,Chilabothrus_schwartzi,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Chilabothrus,striatus,Chilabothrus striatus,Chilabothrus_striatus,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Chilabothrus,strigilatus,Chilabothrus strigilatus,Chilabothrus_strigilatus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Chilabothrus,subflavus,Chilabothrus subflavus,Chilabothrus_subflavus,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Corallus,annulatus,Corallus annulatus,Corallus_annulatus,diamond,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Corallus,batesii,Corallus batesii,Corallus_batesii,zig-zag,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Booidea,Boidae,Corallus,blombergi,Corallus blombergi,Corallus_blombergi,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Corallus,caninus,Corallus caninus,Corallus_caninus,uniform with spots,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Corallus,cookii,Corallus cookii ,Corallus_cookii,uniform,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Corallus,cropanii,Corallus cropanii,Corallus_cropanii,diamond,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Booidea,Boidae,Corallus,grenadensis,Corallus grenadensis,Corallus_grenadensis,uniform with spots,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Booidea,Boidae,Corallus,hortulana,Corallus hortulana,Corallus_hortulanus,uniform with spots,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
