superfamily,family,genus,species,species_name,species_tree,pattern_type,band_bin,ophiophagy,ophiophagy_bin,state,amphibian,snake,lizard,fish,insect,annelid,arthropod,crustacean,mollusc,bird,bird_egg,reptile_egg,mammal,unknown
Colubroidea,Colubridae,Gonyosoma,prasinum,Gonyosoma prasinum,Gonyosoma_prasinus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Grayia,caesar,Grayia caesar,Grayia_caesar,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Grayia,ornata,Grayia ornata,Grayia_ornata,ringed,1,No,0,2,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Grayia,smithii,Grayia smithii,Grayia_smithii,ringed,1,No,0,2,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Grayia,tholloni,Grayia tholloni,Grayia_tholloni,ringed,1,No,0,2,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Gyalopion,canum,Gyalopion canum,Gyalopion_canum,ringed,1,No,0,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Gyalopion,quadrangulare,Gyalopion quadrangulare,Gyalopion_quadrangulare,ringed,1,No,0,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Haitiophis,anomalus,Haitiophis anomalus,Haitiophis_anomalus,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Haldea,striatula,Haldea striatula,Virginia_striatula,uniform,0,No,0,1,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,
Colubroidea,Colubridae,Hapsidophrys,lineatus,Hapsidophrys lineatus,Hapsidophrys_lineatus,uniform,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Hapsidophrys,principis,Hapsidophrys principis,Hapsidophrys_principis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hapsidophrys,smaragdinus,Hapsidophrys smaragdinus,Hapsidophrys_smaragdina,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,andreae,Hebius andreae,Hebius_andreae,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,annamensis,Hebius annamensis,Parahelicops_annamensis,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,arquus,Hebius arquus,Hebius_arquus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,atemporale,Hebius atemporale,Hebius_atemporale,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,beddomei,Hebius beddomei,Hebius_beddomei,uniform with spots,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,bitaeniatum,Hebius bitaeniatum,Hebius_bitaeniatum,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,boulengeri,Hebius boulengeri,Hebius_boulengeri,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,chapaensis,Hebius chapaensis,Pararhabdophis_chapaensis,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,clerki,Hebius clerki,Hebius_clerki,blotchy,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,concelarum,Hebius concelarum,Hebius_concelarum,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,craspedogaster,Hebius craspedogaster,Hebius_craspedogaster,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,deschauenseei,Hebius deschauenseei,Hebius_deschauenseei,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,flavifrons,Hebius flavifrons,Hebius_flavifrons,uniform with spots,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,inas,Hebius inas,Hebius_inas,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,ishigakiense,Hebius ishigakiense,Hebius_ishigakiense,ringed,1,No,0,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,kerinciense,Hebius kerinciense,Hebius_kerinciense,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,khasiense,Hebius khasiense,Hebius_khasiense,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,lacrima,Hebius lacrima,Hebius_lacrima,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,leucomystax,Hebius leucomystax,Hebius_leucomystax,uniform with spots,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,metusium,Hebius metusium,Hebius_metusium,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,miyajimae,Hebius miyajimae,Hebius_miyajimae,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,monticola,Hebius monticola,Hebius_monticola,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,nicobariense,Hebius nicobariense,Hebius_nicobariense,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,octolineatum,Hebius octolineatum,Hebius_octolineatum,stripe line,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,optatum,Hebius optatum,Hebius_optatum,ringed,1,No,0,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,parallelum,Hebius parallelum,Hebius_parallelum,stripe line,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,popei,Hebius popei,Hebius_popei,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,pryeri,Hebius pryeri,Hebius_pryeri,uniform with spots,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,sanguineum,Hebius sanguineum,Hebius_sanguineum,zig-zag,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,sangzhiensis,Hebius sangzhiensis,Hebius_sangzhiensis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,sarasinorum,Hebius sarasinorum,Hebius_sarasinorum,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,sarawacense,Hebius sarawacense,Hebius_sarawacense,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hebius,sauteri,Hebius sauteri,Hebius_sauteri,uniform with spots,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,venningi,Hebius venningi,Hebius_venningi,uniform with spots,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,vibakari,Hebius vibakari,Hebius_vibakari,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hebius,yanbianensis,Hebius yanbianensis,Hebius_yanbianensis,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Helicops,angulatus,Helicops angulatus,Helicops_angulatus,ringed,1,No,0,2,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,apiaka,Helicops apiaka,Helicops_apiaka,ringed,1,No,0,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,boitata,Helicops boitata,Helicops_boitata,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Helicops,carinicaudus,Helicops carinicaudus,Helicops_carinicaudus,uniform,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,danieli,Helicops danieli,Helicops_danieli,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Helicops,gomesi,Helicops gomesi,Helicops_gomesi,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Helicops,hagmanni,Helicops hagmanni,Helicops_hagmanni,blotchy,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,infrataeniatus,Helicops infrataeniatus,Helicops_infrataeniatus,stripe line,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,leopardinus,Helicops leopardinus,Helicops_leopardinus,blotchy,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,modestus,Helicops modestus,Helicops_modestus,stripe line,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,nentur,Helicops nentur,Helicops_nentur,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Helicops,pastazae,Helicops pastazae,Helicops_pastazae,blotchy,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,petersi,Helicops petersi,Helicops_petersi,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Helicops,polylepis,Helicops polylepis,Helicops_polylepis,blotchy,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,scalaris,Helicops scalaris,Helicops_scalaris,blotchy,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helicops,trivittatus,Helicops trivittatus,Helicops_trivittatus,stripe line,0,No,0,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Helophis,schoutedeni,Helophis schoutedeni,Helophis_schoutedeni,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hemerophis,socotrae,Hemerophis socotrae,Hemerophis_socotrae,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hemorrhois,algirus,Hemorrhois algirus,Hemorrhois_algirus,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hemorrhois,hippocrepis,Hemorrhois hippocrepis,Hemorrhois_hippocrepis,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Hemorrhois,nummifer,Hemorrhois nummifer,Hemorrhois_nummifer,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Hemorrhois,ravergieri,Hemorrhois ravergieri,Hemorrhois_ravergieri,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Herpetoreas,burbrinki,Herpetoreas burbrinki,Herpetoreas_burbrinki,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Herpetoreas,pealii,Herpetoreas pealii,Hebius_pealii,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Herpetoreas,platyceps,Herpetoreas platyceps,Herpetoreas_platyceps,blotchy,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Herpetoreas,sieboldii,Herpetoreas sieboldii,Herpetoreas_sieboldii,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Herpetoreas,xenura,Herpetoreas xenura,Hebius_xenura,uniform with spots,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Heterodon,kennerlyi,Heterodon kennerlyi,Heterodon_kennerlyi,blotchy,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Heterodon,nasicus,Heterodon nasicus,Heterodon_nasicus,blotchy,0,Yes,1,3,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Heterodon,platirhinos,Heterodon platirhinos,Heterodon_platirhinos,blotchy,0,No,0,1,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Heterodon,simus,Heterodon simus,Heterodon_simus,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Hierophis,cypriensis,Hierophis cypriensis,Hierophis_cypriensis,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Hierophis,gemonensis,Hierophis gemonensis,Hierophis_gemonensis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hierophis,viridiflavus,Hierophis viridiflavus,Hierophis_viridiflavus,ringed,1,No,0,2,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Hydrablabes,periops,Hydrablabes periops,Hydrablabes_periops,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hydraethiops,laevis,Hydraethiops laevis,Hydraethiops_laevis,uniform,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hydraethiops,melanogaster,Hydraethiops melanogaster,Hydraethiops_melanogaster,uniform,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hydrodynastes,bicinctus,Hydrodynastes bicinctus,Hydrodynastes_bicinctus,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hydrodynastes,gigas,Hydrodynastes gigas,Hydrodynastes_gigas,ringed,1,Yes,1,4,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Hydrodynastes,melanogigas,Hydrodynastes melanogigas,Hydrodynastes_melanogigas,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hydromorphus,concolor,Hydromorphus concolor,Hydromorphus_concolor,uniform with spots,0,No,0,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hydrops,caesurus,Hydrops caesurus,Hydrops_caesurus,blotchy,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hydrops,martii,Hydrops martii,Hydrops_martii,ringed,1,No,0,2,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hydrops,triangularis,Hydrops triangularis,Hydrops_triangularis,ringed,1,No,0,2,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hypsiglena,affinis,Hypsiglena affinis,Hypsiglena_affinis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hypsiglena,catalinae,Hypsiglena catalinae,Hypsiglena_catalinae,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hypsiglena,chlorophaea,Hypsiglena chlorophaea,Hypsiglena_chlorophaea,blotchy,0,Yes,1,3,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,
Colubroidea,Colubridae,Hypsiglena,jani,Hypsiglena jani,Hypsiglena_jani,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hypsiglena,ochrorhynchus,Hypsiglena ochrorhynchus,Hypsiglena_ochrorhyncha,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hypsiglena,slevini,Hypsiglena slevini,Hypsiglena_slevini,blotchy,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hypsiglena,tanzeri,Hypsiglena tanzeri,Hypsiglena_tanzeri,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hypsiglena,torquata,Hypsiglena torquata,Hypsiglena_torquata,blotchy,0,Yes,1,3,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Hypsiglena,unaocularus,Hypsiglena unaocularus,Hypsiglena_unaocularus,blotchy,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hypsirhynchus,ater,Hypsirhynchus ater,Hypsirhynchus_ater,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hypsirhynchus,callilaemus,Hypsirhynchus callilaemus,Hypsirhynchus_callilaemus,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Hypsirhynchus,ferox,Hypsirhynchus ferox,Hypsirhynchus_ferox,zig-zag,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Hypsirhynchus,parvifrons,Hypsirhynchus parvifrons,Hypsirhynchus_parvifrons,stripe line,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Hypsirhynchus,polylepis,Hypsirhynchus polylepis,Hypsirhynchus_polylepis,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Ialtris,agyrtes,Ialtris agyrtes,Ialtris_agyrtes,bold ventral,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Ialtris,dorsalis,Ialtris dorsalis,Ialtris_dorsalis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Ialtris,haetianus,Ialtris haetianus,Ialtris_haetianus,stripe line,0,No,0,1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Ialtris,parishi,Ialtris parishi,Ialtris_parishi,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Iguanognathus,werneri,Iguanognathus werneri,Iguanognathus_werneri,uniform,0,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Colubroidea,Colubridae,Imantodes,cenchoa,Imantodes cenchoa,Imantodes_cenchoa,ringed,1,No,0,2,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Imantodes,chocoensis,Imantodes chocoensis,Imantodes_chocoensis,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Imantodes,gemmistratus,Imantodes gemmistratus,Imantodes_gemmistratus,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Imantodes,guane,Imantodes guane,Imantodes_guane,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Imantodes,inornatus,Imantodes inornatus,Imantodes_inornatus,uniform,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Imantodes,lentiferus,Imantodes lentiferus,Imantodes_lentiferus,blotchy,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Imantodes,phantasma,Imantodes phantasma,Imantodes_phantasma,uniform,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Imantodes,tenuissimus,Imantodes tenuissimus,Imantodes_tenuissimus,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Isanophis,boonsongi,Isanophis boonsongi,Opisthotropis_boonsongi,uniform,0,No,0,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Lampropeltis,abnorma,Lampropeltis abnorma,Lampropeltis_abnorma,ringed,1,Yes,1,4,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,alterna,Lampropeltis alterna,Lampropeltis_alterna,ringed,1,Yes,1,4,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,annulata,Lampropeltis annulata,Lampropeltis_annulata,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,californiae,Lampropeltis californiae,Lampropeltis_californiae,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,calligaster,Lampropeltis calligaster,Lampropeltis_calligaster,blotchy,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,catalinensis,Lampropeltis catalinensis,Lampropeltis_catalinensis,stripe line,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Lampropeltis,elapsoides,Lampropeltis elapsoides,Lampropeltis_elapsoides,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Lampropeltis,extenuata,Lampropeltis extenuata,Lampropeltis_extenuata,blotchy,0,Yes,1,3,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Lampropeltis,gentilis,Lampropeltis gentilis,Lampropeltis_gentilis,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Lampropeltis,getula,Lampropeltis getula,Lampropeltis_getula,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,greeri,Lampropeltis greeri,Lampropeltis_greeri,ringed,1,Yes,1,4,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,holbrooki,Lampropeltis holbrooki,Lampropeltis_holbrooki,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,knoblochi,Lampropeltis knoblochi,Lampropeltis_knoblochi,ringed,1,Yes,1,4,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,leonis,Lampropeltis leonis,Lampropeltis_leonis,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Lampropeltis,mexicana,Lampropeltis mexicana,Lampropeltis_mexicana,ringed,1,Yes,1,4,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,micropholis,Lampropeltis micropholis,Lampropeltis_micropholis,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,nigra,Lampropeltis nigra,Lampropeltis_nigra,ringed,1,Yes,1,4,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Lampropeltis,polyzona,Lampropeltis polyzona,Lampropeltis_polyzona,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,pyromelana,Lampropeltis pyromelana,Lampropeltis_pyromelana,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,ruthveni,Lampropeltis ruthveni,Lampropeltis_ruthveni,ringed,1,Yes,1,4,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,splendida,Lampropeltis splendida,Lampropeltis_splendida,ringed,1,Yes,1,4,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,
Colubroidea,Colubridae,Lampropeltis,triangulum,Lampropeltis triangulum,Lampropeltis_triangulum,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Lampropeltis,webbi,Lampropeltis webbi,Lampropeltis_webbi,ringed,1,Yes,1,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Lampropeltis,zonata,Lampropeltis zonata,Lampropeltis_zonata,ringed,1,No,0,2,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,
Colubroidea,Colubridae,Leptodeira,annulata,Leptodeira annulata,Leptodeira_annulata,blotchy,0,Yes,1,3,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,
Colubroidea,Colubridae,Leptodeira,ashmeadii,Leptodeira ashmeadii,Leptodeira_ashmeadii,blotchy,0,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Leptodeira,bakeri,Leptodeira bakeri,Leptodeira_bakeri,ringed,1,No,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Colubroidea,Colubridae,Leptodeira,frenata,Leptodeira frenata,Leptodeira_frenata,ringed,1,No,0,2,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Leptodeira,maculata,Leptodeira maculata,Leptodeira_maculata,ringed,1,No,0,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Leptodeira,nigrofasciata,Leptodeira nigrofasciata,Leptodeira_nigrofasciata,ringed,1,No,0,2,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Leptodeira,polysticta,Leptodeira polysticta,Leptodeira_polysticta,zig-zag,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Colubroidea,Colubridae,Leptodeira,punctata,Leptodeira punctata,Leptodeira_punctata,uniform with spots,0,No,0,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
